"ID","Nombre de la Unidad Económica","Razón social","Código de la clase de actividad SCIAN","Nombre de clase de la actividad","Descripcion estrato personal ocupado","Tipo de vialidad","Nombre de la vialidad","Tipo de entre vialidad 1","Nombre de entre vialidad 1","Tipo de entre vialidad 2","Nombre de entre vialidad 2","Tipo de entre vialidad 3","Nombre de entre vialidad 3","Número exterior o kilómetro","Letra exterior","Edificio","Edificio Piso","Número interior","Letra interior","Tipo de asentamiento humano","Nombre de asentamiento humano","Tipo centro comercial","Corredor industrial, centro comercial o mercado público","Número de local","Código Postal","Clave entidad","Entidad federativa","Clave municipio","Municipio","Clave localidad","Localidad","Área geoestadística básica ","Manzana","Número de teléfono","Correo electrónico","Sitio en Internet","Tipo de establecimiento","Latitud","Longitud","Fecha de incorporación al DENUE"
"3016698","CENTRO MÉDICO MUNICIPAL","GOBIERNO ","622112","Hospitales generales del sector público","0 a 5 personas","CALLE","PROFESOR PABLO LIVAS","CALLE","GENERAL BERNARDO REYES","CALLE","GENERAL JERONIMO TREVIÑO","CALLE","GENERAL MARIANO ESCOBEDO","0","SN",,,"0","SN","MANZANA","MARIN",,,,"66700","19","NUEVO LEÓN   ","034","Marín","0001","Marín","0056","023",,,,"Fijo","25.87735206","-100.03301641","2010-07"
"2998306","CENTRO REGIONAL DE ESPECIALIDADES MÉDICAS LA SECCIÓN 50 SNTE","SINDICATO DE TRABAJADORES DE LA EDUCACIÓN DE LA SECCIÓN 50 SNTE ","622312","Hospitales del sector público de otras especialidades médicas","11 a 30 personas","CALLE","SAN FERNANDO","CALLE","NINGUNO","CALLE","TAMPICO","CALLE","NINGUNO","0","SN",,,"0",,"COLONIA","NUEVA MADERO",,,,"67485","19","NUEVO LEÓN   ","009","Cadereyta Jiménez","0001","Cadereyta Jiménez","0388","003",,,,"Fijo","25.56642358","-100.02201787","2014-12"
"2993790","CLÍNICA 2 DEL IMSS","IMSS ","622112","Hospitales generales del sector público","251 y más personas","AVENIDA","CONSTITUCION","CALLE","PROFESOR GREGORIO TORRES","AVENIDA","FELIX URESTI GOMEZ","CALLE","R. RAMÍREZ",,"SN",,,,,"COLONIA","CENTRO",,,,"64720","19","NUEVO LEÓN   ","039","Monterrey","0001","Monterrey","2720","009",,,,"Fijo","25.67007304","-100.29555132","2014-12"
"2919997","CLÍNICA 24 DEL IMSS","INSTITUTO MEXICANO DEL SEGURO SOCIAL ","622112","Hospitales generales del sector público","51 a 100 personas","CALLE","LERDO DE TEJADA","CALLE","LERDO DE TEJADA","CALLE","GENERAL TREVIÑO","CALLE","HIDALGO",,"SN",,,,,"CIUDAD","CENTRO DE GARCIA",,,,"66000","19","NUEVO LEÓN   ","018","García","0001","García","0264","003","8182830051",,,"Fijo","25.80707964","-100.5877624","2010-07"
"3005064","CLÍNICA 35","IMSS ","622112","Hospitales generales del sector público","251 y más personas","AVENIDA","AZTLAN","CALLE","MAGNOLIA","CALLE","MADRE SELVA","CALLE","LAUREL",,"SN",,,,,"COLONIA","AZTLAN",,,,"64166","19","NUEVO LEÓN   ","039","Monterrey","0001","Monterrey","0404","041","8183112893",,,"Fijo","25.73236724","-100.34581771","2010-07"
"3042275","CLÍNICA 36 DEL INSTITUTO MEXICANO DEL SEGURO SOCIAL","DELEGACIÓN REGIONAL GOBIERNO FEDERAL ","622112","Hospitales generales del sector público","31 a 50 personas","AVENIDA","LAZARO CARDENAS","CALLE","CAMINO AL MIRADOR","AVENIDA","ALFONSO REYES","CALLE","CAMINO AL MIRADOR","6751",,,,,,"COLONIA","15 DE SEPTIEMBRE",,,,"64760","19","NUEVO LEÓN   ","039","Monterrey","0001","Monterrey","3659","031","8183496464",,,"Fijo","25.63118188","-100.300422","2010-07"
"3043162","CLÍNICA 66 PUEBLO NUEVO","CLÍNICA IMSS ","622112","Hospitales generales del sector público","101 a 250 personas","AVENIDA","RIO PILON","PRIVADA","NINGUNO","CALLE","PRIVADA RIO ORINOCO","CALLE","RÍO ORINOCO",,"SN",,,,,"COLONIA","PUEBLO NUEVO",,,,"66646","19","NUEVO LEÓN   ","006","Apodaca","0001","Ciudad Apodaca","0776","001","8181560350",,,"Fijo","25.75716112","-100.1597844","2010-07"
"2925632","CLÍNICA 9 DEL INSTITUTO MEXICANO DEL SEGURO SOCIAL","INSTITUTO MEXICANO DEL SEGURO SOCIAL ","622112","Hospitales generales del sector público","11 a 30 personas","CALLE","BENITO JUAREZ","CALLE","CRISTOBAL COLON","CALLE","IGNACIO ZARAGOZA","CALLE","IGNACIO ZARAGOZA","0","SN",,,"0",,"COLONIA","CENTRO",,,,"65500","19","NUEVO LEÓN   ","045","Salinas Victoria","0001","Salinas Victoria","0219","029",,,,"Fijo","25.95912886","-100.29107711","2010-07"
"3042227","CLÍNICA BUROCRATAS","MUNICIPIO ","622112","Hospitales generales del sector público","11 a 30 personas","CALLE","INGENIERO GERARDO TORRES DIAZ","CALLE","17 DE DICIEMBRE","CALLE","PRIMERO DE MAYO","CALLE","LICENCIADO JULIO CAMELO","3541",,,,,,"COLONIA","BUROCRATAS MUNICIPALES",,,,"64769","19","NUEVO LEÓN   ","039","Monterrey","0001","Monterrey","3663","016","8151027023",,,"Fijo","25.63374019","-100.2966073","2010-07"
"2934879","CLÍNICA DE ATENCIÓN INTEGRAL TIERRA Y LIBERTAD","GOBIERNO ","622112","Hospitales generales del sector público","51 a 100 personas","CALLE","MARCOS GONZALEZ","CALLE","DIEGO AYALA","AVENIDA","RODRIGO GOMEZ","CALLE","MARCOS GONZÁLEZ","2764",,,,,"SN","COLONIA","FOMERREY SECT PTE",,,,"64237","19","NUEVO LEÓN   ","039","Monterrey","0001","Monterrey","0226","018","8183712464",,,"Fijo","25.74142961","-100.34208994","2010-07"
"3033620","CLÍNICA DE GINECOLOGIA DEL IMSS","HOSPITAL DE GINECOBSTETRICIA UMAI NÚMERO 23 ","622112","Hospitales generales del sector público","251 y más personas","AVENIDA","CONSTITUCION","CALLE","PROFESOR GREGORIO TORRES","AVENIDA","FELIX URESTI GOMEZ","CALLE","R. RAMÍREZ",,"SN",,,,,"COLONIA","CENTRO",,,,"64720","19","NUEVO LEÓN   ","039","Monterrey","0001","Monterrey","2720","009",,,,"Fijo","25.66936204","-100.29733819","2010-07"
"3019589","CLÍNICA DEL SEGURO SOCIAL NO 14","INSTITUTO MEXICANO DEL SEGURO SOCIAL ","622112","Hospitales generales del sector público","51 a 100 personas","CALLE","BENITO JUAREZ","CALLE","MANUEL ÁVILA CAMACHO","CALLE","ADOLFO LOPEZ MATEOS","CALLE","MIGUEL HIDALGO",,"SN",,,,,"CIUDAD","CENTRO",,,,"67480","19","NUEVO LEÓN   ","009","Cadereyta Jiménez","0001","Cadereyta Jiménez","041A","022","8282840646",,,"Fijo","25.59260445","-100.01100043","2010-07"
"2935876","CLÍNICA MÉDICA MUNICIPAL","SECTOR PUBLICO GOBIERNO MUNICIPAL ","622112","Hospitales generales del sector público","51 a 100 personas","AVENIDA","BENITO JUAREZ","AVENIDA","EXPOSICION","CALLE","5 DE MAYO","CALLE","MIGUEL HIDALGO Y COSTILLA","928",,,,,"928","FRACCIONAMIENTO","GUERRA",,,,"67140","19","NUEVO LEÓN   ","026","Guadalupe","0001","Guadalupe","1419","003","8180076314",,,"Fijo","25.67952809","-100.24665306","2010-07"
"7300165","CLÍNICA MUNICIPAL MILLER","AYUNTAMIENTO DEL MUNICIPIO DE GARCIA ","622112","Hospitales generales del sector público","11 a 30 personas","CALLE","NOGAL","CALLE","MARAVILLA","CALLE","NOPAL","CALLE","DURAZNO","1",,,,"0",,"COLONIA","NOGALES 2",,,,"66002","19","NUEVO LEÓN   ","018","García","0001","García","0349","017",,"CLINICAGARCIAMILLER@GMAIL.COM",,"Fijo","25.79878731","-100.60496099","2019-11"
"2940549","CLÍNICA MUNICIPAL SALINAS VICTORIA","GOBIERNO ","622112","Hospitales generales del sector público","6 a 10 personas","CALLE","GENERAL MARIANO ESCOBEDO","CALLE","IGNACIO ZARAGOZA","CALLE","MIGUEL HIDALGO Y COSTILLA","CALLE","BENITO JUÁREZ","0","SN",,,"0","SN","COLONIA","SALINAS VICTORIA",,,,"65500","19","NUEVO LEÓN   ","045","Salinas Victoria","0001","Salinas Victoria","0219","028","8182370270",,,"Fijo","25.9589619","-100.29195355","2014-12"
"2936921","CLÍNICA UNIVERSITARIA SAN RAFAEL","CLÍNICA UNIVERSITARIA ","622312","Hospitales del sector público de otras especialidades médicas","11 a 30 personas","CALLE","MARIA MEDINA","CALLE","MIGUEL HIDALGO Y COSTILLA","CALLE","GENERAL NICOLAS BRAVO","CALLE","IGNACIO LÓPEZ RAYÓN","100",,,,"0",,"COLONIA","SAN RAFAEL",,,,"67110","19","NUEVO LEÓN   ","026","Guadalupe","0001","Guadalupe","0228","001",,,,"Fijo","25.69355519","-100.2202808","2010-07"
"2937044","CLÍNICA UNIVERSITARIA VICENTE GUERRERO","UNIVERSIDAD AUTÓNOMA DE NUEVO LEÓN ","622112","Hospitales generales del sector público","31 a 50 personas","CALLE","27 DE ENERO","CALLE","FRANCISCO JAVIER MINA","CALLE","JUAN ÁLVAREZ","CALLE","24 DE FEBRERO","402","A",,,"0",,"COLONIA","VICENTE GUERRERO",,,,"67160","19","NUEVO LEÓN   ","026","Guadalupe","0001","Guadalupe","1353","009",,"LEONARDO.PEREZM@UANL.MX",,"Fijo","25.68981579","-100.2261697","2010-07"
"3036541","CMFEQ LINARES ISSSTE","ISSSTE ","622112","Hospitales generales del sector público","51 a 100 personas","CALLE","CIPRES","CALLE","PINO","CALLE","SAUCE","CALLE","OCOTE","0","SN",,,"0",,"COLONIA","PROVILEON",,,,"67755","19","NUEVO LEÓN   ","033","Linares","0001","Linares","0449","012","8212123578",,,"Fijo","24.86086176","-99.55256846","2010-07"
"2957365","CONSULTORIO MÉDICO FAMILIAR DIF","MUNICIPIO DE SANTA CATARINA ","622112","Hospitales generales del sector público","6 a 10 personas","CALLE","CUATLICUE","CALLE","CHILE","CALLE","EGIPTO","CALLE","ITALIA",,"SN",,,,,"COLONIA","LA  FAMA DOS",,,,"66115","19","NUEVO LEÓN   ","048","Santa Catarina","0001","Ciudad Santa Catarina","1007","026",,,,"Fijo","25.68538517","-100.42107795","2014-12"
"2926975","CRUZ ROJA MEXICANA","CRUZ ROJA MEXICANA IAP","622112","Hospitales generales del sector público","51 a 100 personas","AVENIDA","ALFONSO REYES","CALLE","HENRY DUNANT","AVENIDA","GENERAL PEDRO MARIA ANAYA","CALLE","LICENCIADO BENITO JUÁREZ","2503",,,,,,"COLONIA","DEL PRADO",,,,"64410","19","NUEVO LEÓN   ","039","Monterrey","0001","Monterrey","0974","025","8114771477",,"WWW.CRUZROJAMONTERREY.COM","Fijo","25.6985954","-100.31659308","2010-07"
"8753270","CRUZ VERDE","PATRONATO CRUZ VERDE MONTERREY ","622112","Hospitales generales del sector público","0 a 5 personas","CALLE","CIUDAD VICTORIA","CALLE","MADERO","AVENIDA","FIDEL VELAZQUEZ","AVENIDA","ABRAHAM LINCOLN",,"SN",,,,,"COLONIA","MITRAS NORTE",,,,"64320","19","NUEVO LEÓN   ","039","Monterrey","0001","Monterrey","0495","030",,"DIRECCIONCV@OUTLOOK.COM",,"Fijo","25.71794601","-100.35149174","2019-11"
"2923750","CRUZ VERDE","MUNICIPIO DE GUADALUPE ","622112","Hospitales generales del sector público","6 a 10 personas","AVENIDA","MEXICO","CALLE","TULIPAN","CALLE","HELECHOS","CALLE","SÁBILA",,"SN",,,,,"COLONIA","FUENTES DE SAN MIGUEL",,,,"67113","19","NUEVO LEÓN   ","026","Guadalupe","0001","Guadalupe","1851","006","8183414922",,,"Fijo","25.7159328","-100.19199","2010-07"
"3022549","CSU LÁZARO CARDENAS","SERVICIOS DE SALUD DE NUEVO LEÓN ","622112","Hospitales generales del sector público","6 a 10 personas","CALLE","ARTEAGA","CALLE","A. NUÑEZ DE LEON","CALLE","MELIDA DIAZ","CALLE","A. NÚÑEZ DE LEÓN","500",,,,,,"COLONIA","LAZARO CARDENAS 2",,,,"67484","19","NUEVO LEÓN   ","009","Cadereyta Jiménez","0001","Cadereyta Jiménez","0405","029",,,,"Fijo","25.59696999","-99.98410401","2010-07"
"3020335","DIRECCIÓN DE SALUD PUBLICA DE SAN NICOLAS DE LOS GARZA","DIRECCIÓN DE SALUD PÚBLICA MUNICIPIO SAN NICOLAS DE LOS GARZA ","622312","Hospitales del sector público de otras especialidades médicas","51 a 100 personas","CALLE","JORGE GONZALEZ CAMARENA","CALLE","JOAQUIN A. MORA","AVENIDA","ARTURO B. DE LA GARZA","AVENIDA","SENDERO NORTE","0","SN",,,"0",,"COLONIA","VALLE DORADO",,,,"66420","19","NUEVO LEÓN   ","046","San Nicolás de los Garza","0001","San Nicolás de los Garza","1483","003","8181581309",,,"Fijo","25.76568917","-100.28880907","2010-07"
"2915956","HOSPITAL DE TRAUMATOLOGIA Y ORTOPEDIA NUMERO VEINTIUNO","IMSS ","622112","Hospitales generales del sector público","251 y más personas","CALLE","JOSE MARIA PINO SUAREZ","CALLE","15 DE MAYO","CALLE","JUAN IGNACIO RAMON","CALLE","CUAUHTÉMOC","0","SN",,,"0",,"COLONIA","MONTERREY CENTRO",,,,"64000","19","NUEVO LEÓN   ","039","Monterrey","0001","Monterrey","1686","015","8181503190",,"WWW.IMSS.GOB.MX","Fijo","25.67192815","-100.31972133","2010-07"
"6485593","HOSPITAL GENERAL CADEREYTA NL PETRÓLEOS MEXICANO","GOBIERNO DEL ESTADO ","622112","Hospitales generales del sector público","251 y más personas","CALLE","ALVARO OBREGON","CALLE","LAZARO CARDENAS","CALLE","PROLONGACION BENITO JUAREZ","CALLE","LICENCIADO MIGUEL ALEMÁN",,"SN",,,,,"COLONIA","ADOLFO LOPEZ MATEOS 2DO SECT",,,,"67485","19","NUEVO LEÓN   ","009","Cadereyta Jiménez","0001","Cadereyta Jiménez","0528","018","8282841065","LEONARDO.BAUTISTA@PEMEX.COM","WWW.SERVICIOSMEDICOS.PEMEX.COM","Fijo","25.57527187","-100.01074492","2016-01"
"3017333","HOSPITAL GENERAL DE CERRALVO","SERVICIOS DE SALUD DE NUEVO LEÓN ","622112","Hospitales generales del sector público","101 a 250 personas","CALLE","DOCTOR CORNELIO GONZALEZ RAMOS","CALLE","DOCTOR CIPRIANO HINOJOSA RAMIREZ","CALLE","DOCTOR PEDRO SERNA","CALLE","FLAVIANO BENAVIDES","400",,,,,,"COLONIA","INDUSTRIAL",,,,"65900","19","NUEVO LEÓN   ","011","Cerralvo","0001","Ciudad Cerralvo","030A","019","8929751291",,,"Fijo","26.08400485","-99.60455256","2010-07"
"3041341","HOSPITAL GENERAL DE GALEANA","SERVICIOS DE SALUD DE NUEVO LEÓN ","622112","Hospitales generales del sector público","101 a 250 personas","CALLE","CONSTITUCION","CALLE","DURANGO","CALLE","MIGUEL HIDALGO Y COSTILLA","CALLE","DURANGO","110","SN",,,"0",,"COLONIA","25 DE ENERO",,,,"67850","19","NUEVO LEÓN   ","017","Galeana","0001","Galeana","1424","024","8262130610","MAYRA.ALEJANDRO@SALUDNL.GOB.MX",,"Fijo","24.81915352","-100.07298721","2010-07"
"3036658","HOSPITAL GENERAL DE LINARES","SERVICIOS DE SALUD DE NUEVO LEÓN ","622112","Hospitales generales del sector público","251 y más personas","CALLE","ALAMO","CALLE","ÁLAMO","CALLE","CIRUELO","CALLE","ANACUA",,"SN",,,,,"COLONIA","PROVILEON",,,,"67755","19","NUEVO LEÓN   ","033","Linares","0001","Linares","042A","021","8212143660",,,"Fijo","24.86124097","-99.54879809","2010-07"
"3000982","HOSPITAL GENERAL DE SUBZONA CON MEDICINA FAMILIAR NUMERO 12","INSTITUTO MEXICO DEL SEGURO SOCIAL DE GOBIERNO FEDERAL ","622112","Hospitales generales del sector público","101 a 250 personas","CALLE","INDEPENDENCIA","AVENIDA","PABLO SALCE ARREDONDO","CALLE","EMILIO CARRANZA","CALLE","NIÑOS HÉROES",,"SN",,,,,"COLONIA","CENTRO",,,,"67700","19","NUEVO LEÓN   ","033","Linares","0001","Linares","0561","019","8212120740","LUZMARIA.ZUNIGA@IMSS.GOB.MX","WWW.IMSS.GOB.MX","Fijo","24.86429446","-99.57102874","2014-12"
"2915576","HOSPITAL GENERAL DE ZONA #4","GOBIERNO FEDERAL ","622112","Hospitales generales del sector público","251 y más personas","CALLE","MARIANO MATAMOROS","CALLE","JUAN ZUAZUA","CALLE","JOSEFA ORTIZ DE DOMINGUEZ","CALLE","IGNACIO ALLENDE",,"SN",,,,,"COLONIA","POLANCO ORIENTE",,,,"67140","19","NUEVO LEÓN   ","026","Guadalupe","0001","Guadalupe","0444","006","8183550651",,,"Fijo","25.67332385","-100.26132872","2010-07"
"3033619","HOSPITAL GENERAL DE ZONA 33","UMAE 33 IMSS ","622112","Hospitales generales del sector público","251 y más personas","AVENIDA","FELIX URESTI GOMEZ","AVENIDA","CONSTITUCION","CALLE","R. RAMIREZ","CALLE","PROFESOR GREGORIO TORRES",,"SN",,,,,"COLONIA","CENTRO",,,,"64720","19","NUEVO LEÓN   ","039","Monterrey","0001","Monterrey","2720","009",,,,"Fijo","25.669691","-100.29855567","2010-07"
"2936400","HOSPITAL GENERAL DE ZONA CON MEDICINA FAMILIAR NUMERO 6","GOBIERNO FEDERAL ","622112","Hospitales generales del sector público","251 y más personas","AVENIDA","UNIVERSIDAD","CALLE","BENITO JUAREZ","CALLE","BENITO JUAREZ","CALLE","LUIS M. FARIAS",,"SN",,,,,"COLONIA","PERIFERICO NORTE",,,,"66450","19","NUEVO LEÓN   ","046","San Nicolás de los Garza","0001","San Nicolás de los Garza","0945","018","8183762900",,,"Fijo","25.7527334","-100.2982487","2010-07"
"2930485","HOSPITAL GENERAL DE ZONA NUM 17","IMSS ","622112","Hospitales generales del sector público","251 y más personas","CALLE","FORTUNATO LOZANO","CALLE","18 DE MARZO","CALLE","ROBLE","CALLE","VALENTÍN CANALIZO",,"SN",,,,,"COLONIA","BENITO JUAREZ",,,,"64420","19","NUEVO LEÓN   ","039","Monterrey","0001","Monterrey","0917","005","8183482325",,,"Fijo","25.70111361","-100.3368697","2010-07"
"3049508","HOSPITAL GENERAL DOCTOR ARROYO NUEVO LEÓN","SERVICIOS DE SALUD DE NUEVO LEON ","622112","Hospitales generales del sector público","251 y más personas","CALLE","BENITO JUAREZ","CALLE","PADRE SEVERIANO MARTINEZ","CALLE","BENITO JUAREZ","CALLE","PINTORES MEXICANOS",,"SN",,,,,"COLONIA","CDENTRO PRIMER SECTOR",,,,"67900","19","NUEVO LEÓN   ","014","Doctor Arroyo","0001","Doctor Arroyo","1333","013","4888880277",,,"Fijo","23.67726284","-100.18869753","2010-07"
"3012075","HOSPITAL GENERAL SABINAS HIDALGO","SERVICIO DE SALUD EN NUEVO LEON ","622112","Hospitales generales del sector público","251 y más personas","CALLE","ALBERTO CHAPA","CALLE","PABLO LIVAS","CALLE","CARRETERRA NACIONAL","CALLE","PROFESOR MIGUEL GUADIANA V.","550",,,,,,"COLONIA","BELLAVISTA",,,,"65270","19","NUEVO LEÓN   ","044","Sabinas Hidalgo","0001","Ciudad Sabinas Hidalgo","0635","006","8242425858",,,"Fijo","26.49681565","-100.17368989","2010-07"
"2979578","HOSPITAL MATERNO INFANTIL","HOSPITAL MATERNO INFANTIL ","622312","Hospitales del sector público de otras especialidades médicas","251 y más personas","AVENIDA","ALDAMA","CALLE","INDEPENDENCIA","AVENIDA","SAN RAFAEL","BOULEVARD","MIGUEL DE LA MADRID","460",,,,,,"COLONIA","SAN RAFAEL",,,,"67110","19","NUEVO LEÓN   ","026","Guadalupe","0001","Guadalupe","0228","016",,"LETICIA.TORRES@SALUDNL.GOB.MX",,"Fijo","25.69517127","-100.22311386","2014-12"
"3055028","HOSPITAL METROPOLITANO DOC BERNARDO SEPULVEDA","SECRETARÍA DE SALUD ","622112","Hospitales generales del sector público","251 y más personas","AVENIDA","LICENCIADO ADOLFO LOPEZ MATEOS","CALLE","LINEA DE GAS","CALLE","PARIS","CALLE","MONTECARLO","4600",,,,,,"COLONIA","BOSQUES DEL NOGALAR",,,,"66480","19","NUEVO LEÓN   ","046","San Nicolás de los Garza","0001","San Nicolás de los Garza","031A","038","8183055938",,,"Fijo","25.7139097","-100.27374215","2010-07"
"2966734","HOSPITAL MILITAR REGIONAL","SECRETARÍA DE LA DEFENSA NACIONAL ","622112","Hospitales generales del sector público","251 y más personas","CALLE","NINGUNO","CALLE","NINGUNO","AVENIDA","ALFONSO REYES","CALLE","PEDRO DE ALBA",,"SN",,,,,"COLONIA","HIDALGO",,,,"64290","19","NUEVO LEÓN   ","039","Monterrey","0001","Monterrey","0688","028","8183519697",,,"Fijo","25.72009453","-100.31313586","2014-12"
"9209897","HOSPITAL REGIONAL DE PSIQUIATRIA NUMERO 22","INSTITUTO MEXICANO DEL SEGURO SOCIAL ","622212","Hospitales psiquiátricos y para el tratamiento por adicción del sector público","101 a 250 personas","CALLE","RAYONES","CALLE","ANAHUAC","CALLE","ESCOBEDO","CALLE","SALINAS",,"SN",,,,,"COLONIA","BELISARIO DOMINGUEZ",,,,"64266","19","NUEVO LEÓN   ","039","Monterrey","0001","Monterrey","0349","017","8183620808",,,"Fijo","25.73213851","-100.32240835","2019-11"
"3045328","HOSPITAL RURAL GENERAL DE MONTEMORELOS OSCAR TREVIÑO","SERVICIOS DE SALUD DE NUEVO LEON ","622112","Hospitales generales del sector público","101 a 250 personas","CALLE","AMEL BAROCIO","CALLE","PANAMA","CALLE","DOCTOR OSCAR TREVIÑO B.","CALLE","PROFESORA AVELINA CANTÚ",,"SN",,,,,"COLONIA","ZARAGOZA",,,,"67530","19","NUEVO LEÓN   ","038","Montemorelos","0001","Montemorelos","0394","026",,,,"Fijo","25.18368859","-99.8352106","2010-07"
"3010648","IMSS","GOBIERNO ","622112","Hospitales generales del sector público","6 a 10 personas","CALLE","GUERRERO","CALLE","MINA","CALLE","NINGUNO","CALLE","BRAVO","0","SN",,,"0","SN","COLONIA","CENTRO",,,,"65350","19","NUEVO LEÓN   ","051","Villaldama","0001","Ciudad de Villaldama","0150","039","8292450195",,,"Fijo","26.50424989","-100.4289615","2010-07"
"3034757","IMSS","CENTRO DE INVESTIGACIÓN BIOMEDICA IMSS ","622112","Hospitales generales del sector público","51 a 100 personas","CALLE","2 DE ABRIL-JESUS DIONISIO GONZALEZ","CALLE","SAN LUIS POTOSI","CALLE","NUEVO LEON","CALLE","5 DE FEBRERO","501",,,,,,"COLONIA","INDEPENDENCIA",,,,"64720","19","NUEVO LEÓN   ","039","Monterrey","0001","Monterrey","1900","019","8181904036",,,"Fijo","25.65916226","-100.31245405","2010-07"
"3037543","IMSS CENTRO DE SEGURIDAD SOCIAL NUMERO 7","INSTITUTO MEXICANO DEL SEGURO SOCIAL ","622112","Hospitales generales del sector público","11 a 30 personas","CALLE","EMILIO CARRANZA","CALLE","NIÑOS HEROES","CALLE","INDEPENDENCIA","AVENIDA","PABLO SALCE ARREDONDO",,"SN",,,,,"COLONIA","CENTRO",,,,"67700","19","NUEVO LEÓN   ","033","Linares","0001","Linares","0561","019","8212120730","MIROSLAVA.OLVERA@IMMS.GOB.MX",,"Fijo","24.86358554","-99.570905","2010-07"
"2934338","IMSS UNIDAD DE MEDICINA FAMILIAR NO 43","INSTITUTO MEXICANO DEL SEGURO SOCIAL ","622112","Hospitales generales del sector público","101 a 250 personas","CALLE","GUANAJUATO","CALLE","GENERAL CELESTINO GASCA","AVENIDA","LICENCIADO RAUL SALINAS LOZANO","CALLE","JALISCO","200",,,,,,"COLONIA","CELESTINO GASCA",,,,"66055","19","NUEVO LEÓN   ","021","General Escobedo","0001","Ciudad General Escobedo","0043","028",,"GLORIA.VILLARREAL@IMSS.GOB.MX",,"Fijo","25.7745843","-100.31833085","2010-07"
"2936401","IMSS UNIDAD DE MEDICINA FAMILIAR NUMERO 31","GOBIERNO ","622112","Hospitales generales del sector público","251 y más personas","AVENIDA","UNIVERSIDAD","CALLE","BENITO JUAREZ","CALLE","BENITO JUAREZ","CALLE","LUIS M. FARIAS",,"SN",,,,"SN","COLONIA","PERIFERICO NORTE",,,,"66450","19","NUEVO LEÓN   ","046","San Nicolás de los Garza","0001","San Nicolás de los Garza","0945","018","8183762900",,,"Fijo","25.75229008","-100.29841724","2010-07"
"8437243","INSTITUTO DE SEGURIDAD Y SERVICIOS SOCIALES DEL ESTADO DE NUEVO LEÓN","GOBIERNO ","622312","Hospitales del sector público de otras especialidades médicas","11 a 30 personas","PRIVADA","DOCTOR FERNANDO GUAJARDO","PRIVADA","DOCTOR MIGUEL VERA","PRIVADA","DOCTOR ENRIQUE PEÑA","PRIVADA","DOCTOR MIGUEL VERA","155",,"HOSPITAL, CENTRO MEDICO O CLINICA","23","0","SN","COLONIA","LOS DOCTORES","HOSPITAL, CENTRO MEDICO O CLINICA","CENTRO MEDICO AVE","SN","64710","19","NUEVO LEÓN   ","039","Monterrey","0001","Monterrey","1845","031",,,"ISSSTELEON.GOB.MX","Fijo","25.66932844","-100.35330432","2019-11"
"3000333","INSTITUTO MEXICANO DEL SEGURO SOCIAL","INSTITUTO MEXICANO DEL SEGURO SOCIAL ","622112","Hospitales generales del sector público","11 a 30 personas","CALLE","VERACRUZ","AVENIDA","DOCTOR JOSE MARIA PARAS BALLESTEROS","CALLE","GOROSTIZA","CALLE","PUEBLA",,"SN",,,,,"BARRIO","ZARAGOZA",,,,"67530","19","NUEVO LEÓN   ","038","Montemorelos","0001","Montemorelos","038A","035",,,,"Fijo","25.18575093","-99.84110704","2014-12"
"3053891","INSTITUTO MEXICANO DEL SEGURO SOCIAL","IMSS ","622112","Hospitales generales del sector público","0 a 5 personas","CALLE","MATAMOROS","CALLE","ZUAZUA","CALLE","REPUBLICA","CALLE","5 DE MAYO","109",,,,"0",,"COLONIA","CENTRO",,,,"66750","19","NUEVO LEÓN   ","016","Doctor González","0001","Doctor González","0109","024","8252410001","MARIO.RAMIREZZZ@IMSS.GOB.MX",,"Fijo","25.85802686","-99.94462538","2010-07"
"3045517","INSTITUTO MEXICANO DEL SEGURO SOCIAL","GOBIERNO FEDERAL ","622112","Hospitales generales del sector público","11 a 30 personas","CALLE","REFORMA","CALLE","GUILLERMO PRIETO","CALLE","IGNACIO LOPEZ RAYON","CALLE","IGNACIO LÓPEZ RAYÓN",,"SN",,,,,"COLONIA","CIUDAD GENERAL TERAN",,,,"67400","19","NUEVO LEÓN   ","022","General Terán","0001","Ciudad General Terán","0290","042","8262670146",,,"Fijo","25.26057646","-99.68025752","2010-07"
"3018257","INSTITUTO MEXICANO DEL SEGURO SOCIAL","EL GOBIERNO ","622112","Hospitales generales del sector público","11 a 30 personas","CARRETERA","AL NOGALAR","CALLE","AVENIDA JARDIN","OTRO (ESPECIFIQUE)","SIN REFERENCIA","CALLE","DEL ÁLAMO","0","SN",,,"0","SN","COLONIA","FRACC JARDIN",,,,"65800","19","NUEVO LEÓN   ","002","Agualeguas","0001","Agualeguas","0264","020","8929910088",,,"Fijo","26.31445427","-99.54850051","2010-07"
"8288062","INSTITUTO MEXICANO DEL SEGURO SOCIAL","IMSS DIVISION DE S ALUD EN EL TRABAJO ","622112","Hospitales generales del sector público","11 a 30 personas","PEATONAL","JOSE MARIA MORELOS Y PAVON","CALLE","LEONA VICARIO","AVENIDA","LICENCIADO BENITO JUAREZ","CALLE","FRAY SERVANDO TERESA DE MIER","101",,"CODOMINIO MONTERREY","21",,,"COLONIA","CENTRO DE MONTERREY",,,,"64000","19","NUEVO LEÓN   ","039","Monterrey","0001","Monterrey","1741","021",,,,"Fijo","25.66768723","-100.31498288","2019-11"
